"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00009653","잔디불","004","기타외식업","서울특별시 서울 도봉구 도봉로156길 8","02-955-9292","1방학역 1번 출구에서487m","영업시간 :11:30~22:00 휴무 : 2,4번째 월요일","친절하고 서비스 좋음 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20221221133425.jpg"
"00009988","이모네정육식당","001","한식","서울특별시 서울 강남구 일원로9길 38","02-451-5430","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220122854.jpg"
"00009250","김밥여행","004","기타외식업","서울특별시 강남구 논현로4길 47 (개포동)","02-571-0747","　","영업시간 : 05:30~19:00                   ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190218104008.jpg"
"00009903","착한초밥","001","한식","서울특별시 서울 노원구 광운로1길 26","02-909-4494","광운대역 1번 출구에서 807m","영업시간 : 11:00 ~ 23:00 휴무일 : 월, 화, 수 ","저렴한 가격으로 모둠초밥을 먹을 수 있는 곳","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019094344.jpg"
"00009566","자유느낌헤어클럽","005","이미용","서울특별시 서울 마포구 광성로6길 8","02-719-1104","대흥역 4번 출구에서392m","　 ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316160127.JPG"
"00009591","경희사","007","세탁","서울특별시 서울 동작구 서달로10길 16","02-812-3947","","저렴한 가격, 깨끗한 위생","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220426154604.jpg"
"00009441","뚱뚱이 밥상","001","한식","서울특별시 노원구 동일로1548(상계동 지하 1층 )","931-6493","지하철 7호선 마들역 7번 출구","영업시간 : 11시~21시30분 휴무일 : 일요일 배달 : 불가 카드 : 가능 주차 : 불가  ","착한가격, 푸짐한 반찬, 친절한 서비스","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210218133333.jpg"
"00010024","리메인커피","004","기타외식업","서울특별시 서울 구로구 오류로8가길 6, 102호","02-000-0000","오류동역 2번 출구에서 457m","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","저렴한 가격","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009678","맨투맨","005","이미용","서울특별시 금호산길 56-1","02-2282-3043","신금호역 1번 출구에서175m","영업시간 :10:30~ 21:00 휴무일 :정기휴무(매주 일요일) ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316155605.JPG"
"00009252","만아정육점식당","001","한식","서울특별시 강남구 광평로56길 11 수서아파트상가 103호 (수서동)","02-459-9488","수서역 4번 출구에서237m","영업시간 : 09:00~24:00        ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127123006.jpg"
"00009485","엄마랑꿀꽈배기","001","한식","서울특별시 도봉구 해등로16길 26(창동)","02-903-3339","창동역 2번출구에서 596m","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :    ","찹쌀로 만든 도너츠와 핫도그 맛이 좋고, 저렴한 커피를 마실 수 있음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220811135350.jpg"
"00009496","삼동숯불갈비","001","한식","서울특별시 서울 구로구 디지털로27길 57","02-852-7615","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009525","대풍참숯갈비","001","한식","서울특별시 강남구 논현로76길 8","02-564-3793","null","영업시간 : 7:00~23:00 배달 : 불가 주차 : 불가    ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210915131828.jpg"
"00009508","바다장어초이408","001","한식","서울특별시 독서당로 295-5(금호동3가)","0507-1311-1733","금호역 2번 출구에서537m","영업시간 : 11:30 ~ 23:00 휴무일 : 월요일 배달 : O ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210804113353.jpg"
"00009197","커피홀릭","004","기타외식업","서울특별시 은평구 응암로 250-1 (응암동)","02-354-4334","null","영업시간 : 10:00 ~ 23:00 휴무일 : 기타 :  ","식빵, 잼 무료 제공","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180919151038.png"
"00009631","홍방원","002","중식","서울특별시 서울 도봉구 도봉로169나길 47(도봉동)","02-954-0719","도봉역 2번출구에서 232m","영업시간 :11:30~14:00 좌석수 : 휴무일 : 배달 :불가능 예약 :가능 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :","평균가격보다 저렴하고 실내도 청결해서 적합함 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727151445.jpg"
"00009481","세움카페","004","기타외식업","서울특별시 서울 도봉구 마들로 656","070-4251-4264","방학역 1번출구에서 329m","영업시간 :08:00-18:00  ","도봉구청사내에 위치하며 접근성이 좋으며 단체주문 할인, 텀블러 할인이 있어 지역 주민들이 많이 이용","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722132640.jpg"
"00009486","카페커민","004","기타외식업","서울특별시 서울 도봉구 방학로2길 53","02-954-5553","방학역3번출구 도보8분","영업시간 : 09:00-21:00     ","내부가 깔끔하고 저렴한 가격으로 휴식과 여유를 취할 수 있음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722112826.jpg"
"00009596","서울미용실","005","이미용","서울특별시 서울 도봉구 시루봉로 56","02-999-3147","　","영업시간 :10:00~21:00  주차 :불가능         "," 커트와 파마가격이 저렴하고, 경로우대 가격이 적용된다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727155922.jpg"
"00009434","카페해밀","004","기타외식업","서울특별시 관악구 법원단지길 42","0507-1303-5658","법원단지 수협위 50m에 위치","영업시간 : 08:00 ~ 20:00 좌석수 : 8석 배달 : 가능 카드 : 가능 포장 : 가능 무선인터넷 남/녀 화장실 구분","네이버로 주문가능합니다 전메뉴 사이즈업 행사합니다. 지역화폐(모바일형), 제로페이 가맹점","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009612","현 미용실","005","이미용","서울특별시 서울 마포구 성미산로1길 5","","망원역 1번 출구에서362m","영업시간 : 오전10시 ~ 오후8시 휴무 : 매주 화, 휴일  매장은 항상 소독하여 청결을 유지합니다. ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220721193817.jpg"
"00010292","마실 칼국수랑 비빔밥","001","한식","서울특별시 서울 송파구 오금로44길 9-1","02-400-3991","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009535","영미용실","005","이미용","서울특별시 동작구 동작대로35길 13","02-532-0553","","저렴한 가격, 깨끗한 위생","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009626","은평닭곰탕","001","한식","서울특별시 은평구 연서로3길 5(역촌동)","0507-1360-2038","응암역 2번 출구에서387m","영업시간 : 10:30~22:30 휴무 : 일요일  ","모범음식점 지정","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722135005.jpg"
"00009716","더플레이스공간","003","경양식/일식","서울특별시 서울 마포구 백범로 152","0507-1465-2045","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230306140846.jpg"
"00009495","골드헤어샵","005","이미용","서울특별시 서울 구로구 구로동로42길 54-6","02-839-0151","구로역 2번 출구에서682m","　 ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316171404.JPG"
"00009599","남성이용원","005","이미용","서울특별시 서울 도봉구 도봉로109길 35-27",""," 쌍문역 3번 출구에서430m","영업시간 :10:00~21:00 휴무일 : 수요일        ","커트와 염색 가격이 매우 저렴하다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727154351.jpg"
"00009414","엄마손집밥","001","한식","서울특별시 광진구 자양번영로 13","2201-4911","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210204170830.jpg"
"00009418","동해루","002","중식","서울특별시 중랑구 면목천로23길 44","02-433-1786","면목역 3번 출구에서690m","영업시간 : 11:00~19:00 정기휴무 : 화요일        ","'주변 평균가격 보다 저렴한 업소로 1년 동안  동일 가격유지' ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316140359.JPG"
"00009606","고창국수","001","한식","서울특별시 서울 구로구 디지털로33길 48 대륭포스트타워7차 B108호 ","0507-1415-7751","구로디지털단지역 3번출구에서 686미터 ","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009454","머리자랑","005","이미용","서울특별시 서대문구 증가로32안길1","02-302-6025","null","영업시간 : 08:30 ~ 20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20211210145501.jpg"
"00009523","제주생고기","001","한식","서울특별시 서울 동작구 등용로 110","02-826-1342","대방역 2번 출구에서647m","매일 11:00 - 23:00  ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230202135637.jpg"
"00009539","이화세탁소","007","세탁","서울특별시 동작구 장승배기로 26, 107호(현대아파트 상가동)","02-814-2677","","저렴한 가격, 깨끗한 위생","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009939","더베리랠리","013","기타서비스업","서울특별시 강동구 올림픽로 552, 지층 1호","0507-1355-0742","null","null ","레슨(2:1, 주1회, 총4주, 20분, 평일) - 100,000(1인 기준)","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231107172848.jpg"
"00009573","마마떼","004","기타외식업","서울특별시 서울 관악구 대학6길 36, 1층","02-887-6262","서울대벤처타운역 2번 출구에서441m 대학동 주민센터 근처에 위치함","영업시간 : 12:00 ~ 02:00 http://instagram.com/mamatte_official","사진찍기 좋은 예쁜카페, 지하층까지 넓은 공간을 이용가능","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220718131907.jpg"
"00009579","알리파스타","004","기타외식업","서울특별시 강남구 논현로 151길 29 1층","0507-1378-1125","신사역 8번출구로 나와 직진 후 현대 오일뱅크 골목으로 내려와서 좌회전","영업시간 :11:00~21:00  배달 :가능  주차 :불가능        ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230201180932.JPG"
"00009435","가름커피","004","기타외식업","서울특별시 관악구 신림로23길 16","-","신림동 1523-1 일성트루엘 2층 ","영업시간 : 07:00 ~ 22:00 좌석수 : 10석 예약 : 가능 카드 : 가능 ","* 쿠폰도장 10개 적립시 전메뉴에 한해서 제공","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009990","제이나인커피","004","기타외식업","서울특별시 서울 강남구 강남대로66길 14","","null","영업시간 :07:00~18:00 좌석수 : 휴무일 : 배달 :가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220123915.jpg"
"00009423","다담2900","001","한식","서울특별시 서울 중랑구 망우로66길 75, 1층","02-493-3339","망우역 1번 출구에서906m","영업시간 : 09 ~ 21  휴무일 : 일요일  ","식재료가 좋으며, 가격이 저렴함","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230201181533.JPG"
"00009649","커피앤","004","기타외식업","서울특별시 은평구 통일로63길 6(녹번동)","02-358-7090","불광역 3번 출구에서183m","영업시간 : 09:00~21:00  ","서울혁신파크 인근 위치","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20221220172045.png"
"00009722","윤가네김밥","001","한식","서울특별시 서울 송파구 가락로 208","없음","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009796","우리동네고기집","001","한식","서울특별시 관악구 인헌6길 24","02-871-9938","","영업시간 : 11:00~22:00 카드 : 가능 주차 : 불가","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630174352.jpg"
"00009433","맛조탕","001","한식","서울특별시 관악구 은천로 119","02-871-1711","서울대입구역 6번 출구에서932m 현대시장 사거리에서 국민은행으로 올라오시는 길 바로 맞은편에 위치","영업시간 : 08:00 ~ 16:00 재고소진시 조기마감 휴무일 : 월요일 휴무     ","* 봉천동 제육볶음 맛집 * 포장 구매 시 할인혜택 * 배달의 민족 제휴업체","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220718153657.jpg"
"00009797","이레삼계탕","002","중식","서울특별시 관악구 봉천로 609 2층","02-877-8833","","영업시간 : 10:30~21:00 휴무일 : 매주 일요일 휴무 카드 : 가능 주차 : 불가","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630174458.PNG"
"00009617","전주집","001","한식","서울특별시 서울 마포구 큰우물로 75 지하1층","02-716-4872","마포역 2번 출구에서177m","　  ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220721203330.jpg"
"00009544","산천칡냉면","001","한식","서울특별시 동작구 사당로12길 2, 2층","02-3472-2849","남성역 2번 출구에서94m","매일 11:30 - 19:50 휴무일 : 월요일 ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230202140509.jpg"
"00009550","태원","002","중식","서울특별시 동작구 등용로 81, 1층","02-815-5155","장승배기역 4번 출구에서823m","매일 11:00 - 21:00 15:00 - 17:00 브레이크타임 휴무 : 토   ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316140137.JPG"
